index,brewery_id,brewery_inBusiness,beer_name,beer_style,abv,ibu_max,ibu_min,beer_id
1561,zeWbuM,Y,Barrel-Aged Lunatic Blonde,Golden or Blonde Ale,7,25,15,xNwRR1
1562,zeWbuM,Y,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,17,10,SBm1yN
1563,zeWbuM,Y,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,17,10,ahgU5q
1564,zeWbuM,Y,Bedeviled Golden Strong Ale,Belgian-Style Pale Strong Ale,9.8,50,20,4QIKaS
1565,zeWbuM,Y,Belgian Sting,Belgian-Style Tripel,7.8,45,20,ap4xYJ
1566,zeWbuM,Y,Benevolence,American-Style Sour Ale,0,NaN,NaN,Q3NVzi
1567,zeWbuM,Y,Black Angel,Wood- and Barrel-Aged Sour Beer,6.6,NaN,NaN,HV7zAX
1568,zeWbuM,Y,Blind Faith Dark Strong,Belgian-Style Dark Strong Ale,11,50,20,Ao2WGJ
1569,zeWbuM,Y,Bombadile,American-Style Sour Ale,4.2,NaN,NaN,H0XwS1
1570,zeWbuM,Y,Botanica,Wild Beer,7.2,NaN,NaN,mUnx2j
1571,zeWbuM,Y,Bourbon Barrel Aged Milk & Cookies,American-Style Imperial Stout,9.5,80,50,POJJS2
1572,zeWbuM,Y,Bourbon Barrel Aged Oblivion,Wood- and Barrel-Aged Sour Beer,10.5,NaN,NaN,5cQlKx
1573,zeWbuM,Y,Bramble Barrel,Wood- and Barrel-Aged Sour Beer,8.6,NaN,NaN,dRyNV2
1574,zeWbuM,Y,Brett Burglar,Brett Beer,7.3,NaN,NaN,XggUks
1575,zeWbuM,Y,Brettaberry,French & Belgian-Style Saison,5.5,40,20,v1UIVn
1576,zeWbuM,Y,Brettabolic,French & Belgian-Style Saison,5.9,40,20,odCT1O
1577,zeWbuM,Y,Bretticent Wild Ale,French & Belgian-Style Saison,6.5,40,20,sTaQFz
1578,zeWbuM,Y,BURST (Passionfruit Lychee),American-Style Sour Ale,4.5,NaN,NaN,s0sxB5
1579,zeWbuM,Y,CaliMost Gose,Contemporary Gose,4.1,NaN,NaN,tNbyBo
1580,zeWbuM,Y,Canvas Series: Dalliance,Wild Beer,5.4,NaN,NaN,CCaFqo
1581,zeWbuM,Y,Cardinal Sin Red,Belgian-Style Flanders Oud Bruin or Oud Red Ales,NaN,25,15,gk18jt
1582,zeWbuM,Y,Cherry Key Lime Burst,American-Style Sour Ale,4.5,NaN,NaN,fB4V2z
1583,zeWbuM,Y,Chocolate Covered Black Angel,Wood- and Barrel-Aged Sour Beer,7.2,NaN,NaN,Al8W3R
1584,zeWbuM,Y,Clarence,Traditional German-Style Bock,5.1,30,20,W2J5zZ
1585,zeWbuM,Y,Coastal Love,Juicy or Hazy India Pale Ale,6.3,70,50,kn6cNg
1586,zeWbuM,Y,Coolcumber,American-Style Pale Ale,5.3,42,30,1hPE4A
1587,zeWbuM,Y,Dark & Stormy,Wood- and Barrel-Aged Strong Beer,10.5,NaN,NaN,uDoVmZ
1588,zeWbuM,Y,Dark Age Bourbon Stout,Wood- and Barrel-Aged Strong Beer,NaN,NaN,NaN,OeLzeV
1589,zeWbuM,Y,Dark Age Coffee,American-Style Imperial Stout,11.8,80,50,lAywEs
1590,zeWbuM,Y,Dark Arts,American-Style Imperial Stout,15,80,50,TsDgX7
1591,zeWbuM,Y,Dark Arts Imperial Stout (Aged In Tequila Barrels W/ Espresso),American-Style Imperial Stout,15,80,50,0YHKvu
1592,zeWbuM,Y,Dark Arts Imperial Stout (Aged In Tequila Barrels),American-Style Imperial Stout,15,80,50,OEYWmT
1593,zeWbuM,Y,Decoy Red,American-Style Amber/Red Ale,NaN,40,30,tF4F46
1594,zeWbuM,Y,Denouement,Wood- and Barrel-Aged Sour Beer,7.4,NaN,NaN,NUhkOJ
1595,zeWbuM,Y,Denouncement,Belgian-Style Tripel,7.4,45,20,3D4cCr
1596,zeWbuM,Y,Devilwood,Belgian-Style Blonde Ale,9.7,30,15,YJlhDs
1597,zeWbuM,Y,Dirndl Bock,Traditional German-Style Bock,8,30,20,4VUq7o
1598,zeWbuM,Y,Divergence,Brown Porter,7.6,30,20,mKdBV4
1599,zeWbuM,Y,Don't Tread on Maize,American-Style Pale Ale,5.7,42,30,2HOkAT
1600,zeWbuM,Y,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.1,15,10,0Gpv1l
1601,zeWbuM,Y,El Paraiso,American-Style Imperial Stout,9.5,80,50,zoQYXk
1602,zeWbuM,Y,El Paraiso Imperial Coffee Stout,American-Style Imperial Stout,9.5,80,50,RB2lBE
1603,zeWbuM,Y,Empress,Belgian-Style Tripel,9.2,45,20,i8n7rR
1604,zeWbuM,Y,Empyrean Barrel Aged DIPA,Imperial or Double India Pale Ale,NaN,100,65,vNSl2l
1605,zeWbuM,Y,Ferme De Chien,American-Style Sour Ale,5.8,NaN,NaN,TTC70g
1606,zeWbuM,Y,Ferme de Grand-Père,Wild Beer,7,NaN,NaN,c89MhB
1607,zeWbuM,Y,Fille De Ferme,French & Belgian-Style Saison,4.1,40,20,KqOFs4
1608,zeWbuM,Y,Framboos Morte,Belgian-Style Fruit Lambic,5.8,21,15,hrOHKW
1609,zeWbuM,Y,Freak of Nature Double IPA,Imperial or Double India Pale Ale,8.5,100,65,GvLQuf
1610,zeWbuM,Y,Freaky Friday DIPA,Imperial or Double India Pale Ale,9.4,100,65,eb7YJu
1611,zeWbuM,Y,French Toast Stout,Specialty Stouts,8.5,50,35,oSmAG4
1612,zeWbuM,Y,Garçon de Ferme,Wild Beer,6.2,NaN,NaN,vsBuXs
1613,zeWbuM,Y,Genesis Blonde Sour,Wood- and Barrel-Aged Sour Beer,6.6,NaN,NaN,0y4nnw
1614,zeWbuM,Y,German Chocolate Cake,American-Style Imperial Stout,8.8,80,50,rtijFf
1615,zeWbuM,Y,Gluten FREEk,Gluten-Free Beer,NaN,NaN,NaN,VYn3DX
1616,zeWbuM,Y,Glutenous Minimus,American-Style India Pale Ale,6.9,70,50,GuqMTL
1617,zeWbuM,Y,Golden Angel,Wild Beer,7,NaN,NaN,xvaspc
1618,zeWbuM,Y,Guajava,Wild Beer,6.6,NaN,NaN,pKsZB3
1619,zeWbuM,Y,Happy Blending,Wild Beer,6.6,NaN,NaN,ERsAqc
1620,zeWbuM,Y,Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.4,15,10,SjsyR4
1621,zeWbuM,Y,Heresy Brown Ale,American-Style Brown Ale,7.4,45,25,7sVrMy
1622,zeWbuM,Y,Hop Burglar IPA,American-Style India Pale Ale,6.5,70,50,kCEfWP
1623,zeWbuM,Y,Hop Cocoa,Brown Porter,6.5,30,20,J7GqdV
1624,zeWbuM,Y,Horti-Glory,French & Belgian-Style Saison,6,40,20,IhlUMM
1625,zeWbuM,Y,Imperial Coolcumber,Wood- and Barrel-Aged Beer,9,NaN,NaN,vMxgbR
1626,zeWbuM,Y,Incandescent,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,qlaz03
1627,zeWbuM,Y,Incorangeible,American-Style India Pale Ale,7.5,70,50,lupid2
1628,zeWbuM,Y,Indulgence - Royal Cache Barrel Reserve Series,Brett Beer,9.6,NaN,NaN,FbWQ6o
1629,zeWbuM,Y,Infidel Porter,Brown Porter,6.8,30,20,MVxTfq
1630,zeWbuM,Y,Iron Lady Black IPA,American-Style India Pale Ale,9.5,70,50,a1wodd
1631,zeWbuM,Y,Juiceless IPA,American-Style India Pale Ale,7.7,70,50,8ZAWxN
1632,zeWbuM,Y,Khatta Masala,American-Style Sour Ale,7.7,NaN,NaN,kRvKsv
1633,zeWbuM,Y,La Bonté With Figs,Wood- and Barrel-Aged Sour Beer,6.5,NaN,NaN,rbsfLG
1634,zeWbuM,Y,La Bonté With Pear,Wood- and Barrel-Aged Sour Beer,6.5,NaN,NaN,TfchXI
1635,zeWbuM,Y,La Bonte with Plum,American-Style Sour Ale,6.5,NaN,NaN,WW8X36
1636,zeWbuM,Y,La Mûre Morte,American-Style Sour Ale,6.4,NaN,NaN,T5Jn9U
1637,zeWbuM,Y,Le Peche Blanc,French & Belgian-Style Saison,NaN,40,20,A0uNLd
1638,zeWbuM,Y,Lieutenant Dank,American-Style India Pale Ale,6.6,70,50,XQCeM9
1639,zeWbuM,Y,Lil' Hershey Brown Ale,American-Style Brown Ale,5.2,45,25,tEZAcm
1640,zeWbuM,Y,Lost Toys Blend  #2,Wood- and Barrel-Aged Sour Beer,6.4,NaN,NaN,YRPhu0
1641,zeWbuM,Y,Lunatic Blonde,Belgian-Style Blonde Ale,6.5,30,15,pmqiHa
1642,zeWbuM,Y,Lupulin Lab,American-Style India Pale Ale,7.2,70,50,pZBjLH
1643,zeWbuM,Y,Lusus Naturae,Imperial or Double India Pale Ale,8.4,100,65,LcN97V
1644,zeWbuM,Y,Malice,American-Style Sour Ale,6,NaN,NaN,VekAPs
1645,zeWbuM,Y,Marina,Wood- and Barrel-Aged Sour Beer,6.5,NaN,NaN,pDVNPC
1646,zeWbuM,Y,Medora,Wild Beer,6.6,NaN,NaN,fW6fl9
1647,zeWbuM,Y,Melisseus Lavender Honey Ale,Specialty Honey Lager or Ale,6.2,100,NaN,VYHymD
1648,zeWbuM,Y,Metatropics,Wild Beer,6.2,NaN,NaN,coddoN
1649,zeWbuM,Y,Milk & Cookies,Sweet or Cream Stout,7.2,25,15,sFUDwC
1650,zeWbuM,Y,Mint Julep,American-Style Amber/Red Ale,9.7,40,30,7s0mve
1651,zeWbuM,Y,Montmaretto,Wild Beer,6.9,NaN,NaN,v5WGhI
1652,zeWbuM,Y,Montmartre,American-Style Sour Ale,6.9,NaN,NaN,xhVyCR
1653,zeWbuM,Y,Moogfest Chocolate IPA,American-Style India Pale Ale,NaN,70,50,b9P5yi
1654,zeWbuM,Y,Mosaic Saison,French & Belgian-Style Saison,6.5,40,20,fPiLBK
1655,zeWbuM,Y,Myrtille,American-Style Sour Ale,6,NaN,NaN,KqbDiV
1656,zeWbuM,Y,Napoleon Complex,American-Style Pale Ale,5.2,42,30,vrxf0p
1657,zeWbuM,Y,Nectarphillia,American-Style Sour Ale,NaN,NaN,NaN,LNnA30
1658,zeWbuM,Y,Oak Fermented Cider,Fruit Cider,7,NaN,NaN,5P2bIv
1659,zeWbuM,Y,Oaxacan,Wood- and Barrel-Aged Sour Beer,7.1,NaN,NaN,hilPSM
1660,zeWbuM,Y,Oblivion,Wood- and Barrel-Aged Sour Beer,8.7,NaN,NaN,b1WplX
1661,zeWbuM,Y,Oh My Quad,Belgian-Style Quadrupel,13.4,50,25,NzW2ds
1662,zeWbuM,Y,Old Fashioned,Wood- and Barrel-Aged Beer,9,NaN,NaN,y6n4wX
1663,zeWbuM,Y,Omnipresence,American-Style Sour Ale,0,NaN,NaN,2N6K99
1664,zeWbuM,Y,Orange Peel Pale Ale,American-Style Pale Ale,5.5,42,30,IJeuy7
1665,zeWbuM,Y,Pacificmost Gose,Contemporary Gose,4.1,NaN,NaN,dtvEux
1666,zeWbuM,Y,Pallino Wit Biere,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.6,17,10,4PnG98
1667,zeWbuM,Y,Passiflora Blanc,Wild Beer,3.8,NaN,NaN,F9Ijmc
1668,zeWbuM,Y,Pearfigt,American-Style India Pale Ale,6.3,70,50,a1EmLs
1669,zeWbuM,Y,Permeo,Wood- and Barrel-Aged Sour Beer,6.4,NaN,NaN,K2UDbn
1670,zeWbuM,Y,Pernicious IPA,American-Style India Pale Ale,7.3,70,50,ndx7rb
1671,zeWbuM,Y,Persistence,American-Style Sour Ale,9,NaN,NaN,xIvc3U
1672,zeWbuM,Y,Pick Me! Pale Ale: Walt's Pick,American-Style Pale Ale,5.2,42,30,kBjb55
1673,zeWbuM,Y,Plainsdealer,Wood- and Barrel-Aged Sour Beer,8,NaN,NaN,wMD1lE
1674,709vEK,Y,Points Unknown IPA,Imperial or Double India Pale Ale,9.5,100,65,aye7FH
1675,zeWbuM,Y,Pompoen,American-Style Sour Ale,0,NaN,NaN,egp8Ia
1676,zeWbuM,Y,Poperinge Saison,French & Belgian-Style Saison,7.3,40,20,gjW4IZ
1677,zeWbuM,Y,Prevalence,Wood- and Barrel-Aged Sour Beer,7.2,NaN,NaN,EFFuAB
1678,zeWbuM,Y,Pumpkin Up The Volume,Pumpkin Beer,7.3,70,5,DYKPfV
1679,zeWbuM,Y,Queen Bee Stout,American-Style Imperial Stout,9,80,50,IoQdqS
1680,zeWbuM,Y,Recurrent,American-Style Sour Ale,0,NaN,NaN,tKGkbS
1681,zeWbuM,Y,Red Angel,Wild Beer,7,NaN,NaN,aFJgz3
1682,zeWbuM,Y,Resonare,American-Style Sour Ale,6,NaN,NaN,SbIfw8
1683,zeWbuM,Y,Reticent Saison,French & Belgian-Style Saison,6.5,40,20,DT7u89
1684,zeWbuM,Y,Reverence,Belgian-Style Pale Ale,NaN,30,20,XhBZCC
1685,zeWbuM,Y,Rubus Viola,American-Style Sour Ale,7.6,NaN,NaN,92ygKI
1686,zeWbuM,Y,S'mores Stout,American-Style Imperial Stout,9.2,80,50,8pKz4b
1687,zeWbuM,Y,Saison V: Chocolate Raspberry,French & Belgian-Style Saison,7,40,20,igfon5
1688,zeWbuM,Y,Sandiaca,Wood- and Barrel-Aged Sour Beer,7.6,NaN,NaN,0lM6gR
1689,zeWbuM,Y,Sauvage Wine Barrel Saison,French & Belgian-Style Saison,NaN,40,20,J3jwtK
1690,zeWbuM,Y,Serenity,French & Belgian-Style Saison,5.5,40,20,BKjO9U
1691,zeWbuM,Y,Serotina,American-Style Sour Ale,8,NaN,NaN,6KzIFa
1692,zeWbuM,Y,Silencio,Wood- and Barrel-Aged Sour Beer,7.4,NaN,NaN,cyfIZR
1693,zeWbuM,Y,Sir Ryan the Pounder,Session Beer,5.2,30,10,MVSPEW
1694,zeWbuM,Y,Southern Ambrosia,Fruit Beer,10,70,5,lw0Fyt
1695,zeWbuM,Y,Super Flare,American-Style India Pale Ale,7.5,70,50,mmWBr9
1696,zeWbuM,Y,Sweet Talker IPA,American-Style India Pale Ale,4,70,50,ypgHpH
1697,zeWbuM,Y,Terra Locale Appalachia,French & Belgian-Style Saison,7.2,40,20,uVmHoe
1698,zeWbuM,Y,Terra Merita,Wood- and Barrel-Aged Sour Beer,5.7,NaN,NaN,Yfvpuf
1699,zeWbuM,Y,Thirst Puncher Experimental IPA,American-Style India Pale Ale,7.5,70,50,yXjnTo
1700,zeWbuM,Y,Tributary,French & Belgian-Style Saison,8.8,40,20,nMYHKg
1701,zeWbuM,Y,Tropicmost Passionfruit Gose,Leipzig-Style Gose,4.1,15,10,jqyFHC
1702,zeWbuM,Y,Tyranny Hoppy Red Ale,Irish-Style Red Ale,7,28,20,b8u1XO
1703,zeWbuM,Y,Tyrant Double Red,Imperial Red Ale,8.5,85,55,l3fbWr
1704,zeWbuM,Y,Uncle Rick's Pilsner,American-Style Pilsener,5,40,25,IUcrXz
1705,zeWbuM,Y,Watermelon Dragonfruit Burst,American-Style Sour Ale,4.5,NaN,NaN,BSkl9G
1706,zeWbuM,Y,Watermelon Saison,French & Belgian-Style Saison,4.7,40,20,1FgcBI
1707,zeWbuM,Y,White Angel,Wild Beer,7.3,NaN,NaN,Lbs4gB
1708,KDZsJL,Y,Wicked City,Chili Pepper Beer,10.5,NaN,NaN,pmLdqG
1709,zeWbuM,Y,Wicked Weed Lost Toys Blend #1,Wild Beer,6.4,NaN,NaN,Z4HwWZ
1710,zeWbuM,Y,Xibalba,Herb and Spice Beer,8.2,70,5,SZsbMc
1711,zeWbuM,Y,XII Peach Habanero Saison,French & Belgian-Style Saison,6.6,40,20,HjR9Kl
1712,zeWbuM,Y,XLIV Mango Habanero Saison,French & Belgian-Style Saison,7.3,40,20,J3EsS0
1713,zeWbuM,Y,XXXI Saison,French & Belgian-Style Saison,NaN,40,20,S6ZWR1
1714,zeWbuM,Y,Abundance,American-Style India Pale Ale,6.7,70,50,neSCIv
1715,zeWbuM,Y,Aicha,Wood- and Barrel-Aged Sour Beer,6.4,NaN,NaN,BUu9h9
1716,zeWbuM,Y,Amorous - Royal Cache Barrel Reserve Series,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,dHnbxN
1717,zeWbuM,Y,Angel of Darkness,American-Style Sour Ale,11,NaN,NaN,QunAJY
1718,zeWbuM,Y,Appalachia,Session India Pale Ale,4.7,NaN,NaN,nocxqa
1719,zeWbuM,Y,Arcanic,Belgian-Style Dark Strong Ale,12.1,50,20,x7i8Fx
1720,zeWbuM,Y,Artist Formerly Known As...,American-Style Pale Ale,6.4,42,30,r2675O
1721,zeWbuM,Y,Astronomical,American-Style India Pale Ale,7.7,70,50,xPLEJv
1722,zeWbuM,Y,Aye-Aye Stout,American-Style Imperial Stout,8.5,80,50,bEbbW4
1723,zeWbuM,Y,Barrel Aged French Toast,American-Style Imperial Stout,10,80,50,T2jBE7
1724,zeWbuM,Y,Barrel Aged Xibalba,Pumpkin Beer,9.6,70,5,JDuiQz
1725,zeWbuM,Y,Barrel-Aged El Paraiso,Imperial or Double India Pale Ale,10.3,100,65,4AFhZD
1726,zeWbuM,Y,Barrel-Aged Lunatic Blonde,Golden or Blonde Ale,7,25,15,xNwRR1
1727,zeWbuM,Y,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,17,10,SBm1yN
1728,zeWbuM,Y,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,17,10,ahgU5q
1729,zeWbuM,Y,Bedeviled Golden Strong Ale,Belgian-Style Pale Strong Ale,9.8,50,20,4QIKaS
1730,zeWbuM,Y,Belgian Sting,Belgian-Style Tripel,7.8,45,20,ap4xYJ
1731,zeWbuM,Y,Benevolence,American-Style Sour Ale,0,NaN,NaN,Q3NVzi
1732,zeWbuM,Y,Black Angel,Wood- and Barrel-Aged Sour Beer,6.6,NaN,NaN,HV7zAX
1733,zeWbuM,Y,Blind Faith Dark Strong,Belgian-Style Dark Strong Ale,11,50,20,Ao2WGJ
1734,zeWbuM,Y,Bombadile,American-Style Sour Ale,4.2,NaN,NaN,H0XwS1
1735,zeWbuM,Y,Botanica,Wild Beer,7.2,NaN,NaN,mUnx2j
1736,zeWbuM,Y,Bourbon Barrel Aged Milk & Cookies,American-Style Imperial Stout,9.5,80,50,POJJS2
1737,zeWbuM,Y,Bourbon Barrel Aged Oblivion,Wood- and Barrel-Aged Sour Beer,10.5,NaN,NaN,5cQlKx
1738,zeWbuM,Y,Bramble Barrel,Wood- and Barrel-Aged Sour Beer,8.6,NaN,NaN,dRyNV2
1739,zeWbuM,Y,Brett Burglar,Brett Beer,7.3,NaN,NaN,XggUks
1740,zeWbuM,Y,Brettaberry,French & Belgian-Style Saison,5.5,40,20,v1UIVn
1741,zeWbuM,Y,Brettabolic,French & Belgian-Style Saison,5.9,40,20,odCT1O
1742,zeWbuM,Y,Bretticent Wild Ale,French & Belgian-Style Saison,6.5,40,20,sTaQFz
1743,zeWbuM,Y,BURST (Passionfruit Lychee),American-Style Sour Ale,4.5,NaN,NaN,s0sxB5
1744,zeWbuM,Y,CaliMost Gose,Contemporary Gose,4.1,NaN,NaN,tNbyBo
1745,zeWbuM,Y,Canvas Series: Dalliance,Wild Beer,5.4,NaN,NaN,CCaFqo
1746,zeWbuM,Y,Cardinal Sin Red,Belgian-Style Flanders Oud Bruin or Oud Red Ales,NaN,25,15,gk18jt
1747,zeWbuM,Y,Cherry Key Lime Burst,American-Style Sour Ale,4.5,NaN,NaN,fB4V2z
1748,zeWbuM,Y,Chocolate Covered Black Angel,Wood- and Barrel-Aged Sour Beer,7.2,NaN,NaN,Al8W3R
1749,zeWbuM,Y,Clarence,Traditional German-Style Bock,5.1,30,20,W2J5zZ
1750,zeWbuM,Y,Coastal Love,Juicy or Hazy India Pale Ale,6.3,70,50,kn6cNg
1751,zeWbuM,Y,Coolcumber,American-Style Pale Ale,5.3,42,30,1hPE4A
1752,zeWbuM,Y,Dark & Stormy,Wood- and Barrel-Aged Strong Beer,10.5,NaN,NaN,uDoVmZ
1753,zeWbuM,Y,Dark Age Bourbon Stout,Wood- and Barrel-Aged Strong Beer,NaN,NaN,NaN,OeLzeV
1754,zeWbuM,Y,Dark Age Coffee,American-Style Imperial Stout,11.8,80,50,lAywEs
1755,zeWbuM,Y,Dark Arts,American-Style Imperial Stout,15,80,50,TsDgX7
1756,zeWbuM,Y,Dark Arts Imperial Stout (Aged In Tequila Barrels W/ Espresso),American-Style Imperial Stout,15,80,50,0YHKvu
1757,zeWbuM,Y,Dark Arts Imperial Stout (Aged In Tequila Barrels),American-Style Imperial Stout,15,80,50,OEYWmT
1758,zeWbuM,Y,Decoy Red,American-Style Amber/Red Ale,NaN,40,30,tF4F46
1759,zeWbuM,Y,Denouement,Wood- and Barrel-Aged Sour Beer,7.4,NaN,NaN,NUhkOJ
1760,zeWbuM,Y,Denouncement,Belgian-Style Tripel,7.4,45,20,3D4cCr
1761,zeWbuM,Y,Devilwood,Belgian-Style Blonde Ale,9.7,30,15,YJlhDs
1762,zeWbuM,Y,Dirndl Bock,Traditional German-Style Bock,8,30,20,4VUq7o
1763,zeWbuM,Y,Divergence,Brown Porter,7.6,30,20,mKdBV4
1764,zeWbuM,Y,Don't Tread on Maize,American-Style Pale Ale,5.7,42,30,2HOkAT
1765,zeWbuM,Y,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.1,15,10,0Gpv1l
1766,zeWbuM,Y,El Paraiso,American-Style Imperial Stout,9.5,80,50,zoQYXk
1767,zeWbuM,Y,El Paraiso Imperial Coffee Stout,American-Style Imperial Stout,9.5,80,50,RB2lBE
1768,zeWbuM,Y,Empress,Belgian-Style Tripel,9.2,45,20,i8n7rR
1769,zeWbuM,Y,Empyrean Barrel Aged DIPA,Imperial or Double India Pale Ale,NaN,100,65,vNSl2l
1770,zeWbuM,Y,Ferme De Chien,American-Style Sour Ale,5.8,NaN,NaN,TTC70g
1771,zeWbuM,Y,Ferme de Grand-Père,Wild Beer,7,NaN,NaN,c89MhB
1772,zeWbuM,Y,Fille De Ferme,French & Belgian-Style Saison,4.1,40,20,KqOFs4
1773,zeWbuM,Y,Framboos Morte,Belgian-Style Fruit Lambic,5.8,21,15,hrOHKW
1774,zeWbuM,Y,Freak of Nature Double IPA,Imperial or Double India Pale Ale,8.5,100,65,GvLQuf
1775,zeWbuM,Y,Freaky Friday DIPA,Imperial or Double India Pale Ale,9.4,100,65,eb7YJu
1776,zeWbuM,Y,French Toast Stout,Specialty Stouts,8.5,50,35,oSmAG4
1777,zeWbuM,Y,Garçon de Ferme,Wild Beer,6.2,NaN,NaN,vsBuXs
1778,zeWbuM,Y,Genesis Blonde Sour,Wood- and Barrel-Aged Sour Beer,6.6,NaN,NaN,0y4nnw
1779,zeWbuM,Y,German Chocolate Cake,American-Style Imperial Stout,8.8,80,50,rtijFf
1780,zeWbuM,Y,Gluten FREEk,Gluten-Free Beer,NaN,NaN,NaN,VYn3DX
1781,zeWbuM,Y,Glutenous Minimus,American-Style India Pale Ale,6.9,70,50,GuqMTL
1782,zeWbuM,Y,Golden Angel,Wild Beer,7,NaN,NaN,xvaspc
1783,zeWbuM,Y,Guajava,Wild Beer,6.6,NaN,NaN,pKsZB3
1784,zeWbuM,Y,Happy Blending,Wild Beer,6.6,NaN,NaN,ERsAqc
1785,zeWbuM,Y,Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.4,15,10,SjsyR4
1786,zeWbuM,Y,Heresy Brown Ale,American-Style Brown Ale,7.4,45,25,7sVrMy
1787,zeWbuM,Y,Hop Burglar IPA,American-Style India Pale Ale,6.5,70,50,kCEfWP
1788,zeWbuM,Y,Hop Cocoa,Brown Porter,6.5,30,20,J7GqdV
1789,zeWbuM,Y,Horti-Glory,French & Belgian-Style Saison,6,40,20,IhlUMM
1790,zeWbuM,Y,Imperial Coolcumber,Wood- and Barrel-Aged Beer,9,NaN,NaN,vMxgbR
1791,zeWbuM,Y,Incandescent,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,qlaz03
1792,zeWbuM,Y,Incorangeible,American-Style India Pale Ale,7.5,70,50,lupid2
1793,zeWbuM,Y,Indulgence - Royal Cache Barrel Reserve Series,Brett Beer,9.6,NaN,NaN,FbWQ6o
1794,zeWbuM,Y,Infidel Porter,Brown Porter,6.8,30,20,MVxTfq
1795,zeWbuM,Y,Iron Lady Black IPA,American-Style India Pale Ale,9.5,70,50,a1wodd
1796,zeWbuM,Y,Juiceless IPA,American-Style India Pale Ale,7.7,70,50,8ZAWxN
1797,zeWbuM,Y,Khatta Masala,American-Style Sour Ale,7.7,NaN,NaN,kRvKsv
1798,zeWbuM,Y,La Bonté With Figs,Wood- and Barrel-Aged Sour Beer,6.5,NaN,NaN,rbsfLG
1799,zeWbuM,Y,La Bonté With Pear,Wood- and Barrel-Aged Sour Beer,6.5,NaN,NaN,TfchXI
1800,zeWbuM,Y,La Bonte with Plum,American-Style Sour Ale,6.5,NaN,NaN,WW8X36
1801,zeWbuM,Y,La Mûre Morte,American-Style Sour Ale,6.4,NaN,NaN,T5Jn9U
1802,zeWbuM,Y,Le Peche Blanc,French & Belgian-Style Saison,NaN,40,20,A0uNLd
1803,zeWbuM,Y,Lieutenant Dank,American-Style India Pale Ale,6.6,70,50,XQCeM9
1804,zeWbuM,Y,Lil' Hershey Brown Ale,American-Style Brown Ale,5.2,45,25,tEZAcm
1805,zeWbuM,Y,Lost Toys Blend  #2,Wood- and Barrel-Aged Sour Beer,6.4,NaN,NaN,YRPhu0
1806,zeWbuM,Y,Lunatic Blonde,Belgian-Style Blonde Ale,6.5,30,15,pmqiHa
1807,zeWbuM,Y,Lupulin Lab,American-Style India Pale Ale,7.2,70,50,pZBjLH
1808,zeWbuM,Y,Lusus Naturae,Imperial or Double India Pale Ale,8.4,100,65,LcN97V
1809,zeWbuM,Y,Malice,American-Style Sour Ale,6,NaN,NaN,VekAPs
1810,zeWbuM,Y,Marina,Wood- and Barrel-Aged Sour Beer,6.5,NaN,NaN,pDVNPC
1811,zeWbuM,Y,Medora,Wild Beer,6.6,NaN,NaN,fW6fl9
1812,zeWbuM,Y,Melisseus Lavender Honey Ale,Specialty Honey Lager or Ale,6.2,100,NaN,VYHymD
1813,zeWbuM,Y,Metatropics,Wild Beer,6.2,NaN,NaN,coddoN
1814,zeWbuM,Y,Milk & Cookies,Sweet or Cream Stout,7.2,25,15,sFUDwC
1815,zeWbuM,Y,Mint Julep,American-Style Amber/Red Ale,9.7,40,30,7s0mve
1816,zeWbuM,Y,Montmaretto,Wild Beer,6.9,NaN,NaN,v5WGhI
1817,zeWbuM,Y,Montmartre,American-Style Sour Ale,6.9,NaN,NaN,xhVyCR
1818,zeWbuM,Y,Moogfest Chocolate IPA,American-Style India Pale Ale,NaN,70,50,b9P5yi
1819,zeWbuM,Y,Mosaic Saison,French & Belgian-Style Saison,6.5,40,20,fPiLBK
1820,zeWbuM,Y,Myrtille,American-Style Sour Ale,6,NaN,NaN,KqbDiV
1821,zeWbuM,Y,Napoleon Complex,American-Style Pale Ale,5.2,42,30,vrxf0p
1822,zeWbuM,Y,Nectarphillia,American-Style Sour Ale,NaN,NaN,NaN,LNnA30
1823,zeWbuM,Y,Oak Fermented Cider,Fruit Cider,7,NaN,NaN,5P2bIv
1824,zeWbuM,Y,Oaxacan,Wood- and Barrel-Aged Sour Beer,7.1,NaN,NaN,hilPSM
1825,zeWbuM,Y,Oblivion,Wood- and Barrel-Aged Sour Beer,8.7,NaN,NaN,b1WplX
1826,zeWbuM,Y,Oh My Quad,Belgian-Style Quadrupel,13.4,50,25,NzW2ds
